시군구,단지명,계약연월,전용면적(㎡),매매대금(만원) 평균,전세(만원) 평균,면적당 매매대금평균,면적당 전세평균,전세가율-100%,lat,lng,전세가율-90%,전세가율-80%,전세가율-70%,전세가율-60%
강원특별자치도 강릉시 입암동-0685,입암4주공,2020-09-01,59.8,11040.0,11200.0,184.6153846,187.2909699,101.4492754,37.7610091,128.915491,9936.0,8832.0,7727.999999999999,6624.0
강원특별자치도 강릉시 입암동-0685,입암5주공,2020-05-01,44.98,7550.0,6450.0,167.8523788,143.3970654,85.43046358,37.7610091,128.915491,6795.0,6040.0,5285.0,4530.0
강원특별자치도 강릉시 입암동-0712,입암동강변코아루오투리움아파트,2020-05-01,79.191,23925.0,20000.0,302.1176649,252.5539518,83.59456635,37.7605987,128.9130108,21532.5,19140.0,16747.5,14355.0
강원특별자치도 강릉시 입암동-210,이안강릉타운,2021-06-01,84.7,27200.0,19650.0,321.133412,231.9952774,72.24264706,37.7557903,128.9204978,24480.0,21760.0,19040.0,16320.0
강원특별자치도 강릉시 입암동-543,에버그린,2019-10-01,59.85,8300.0,8750.0,138.6800334,146.1988304,105.4216867,37.7615513,128.9148277,7470.0,6640.0,5810.0,4980.0
강원특별자치도 강릉시 입암동-543,에버그린,2019-11-01,59.85,9300.0,8750.0,155.3884712,146.1988304,94.08602151,37.7615513,128.9148277,8370.0,7440.0,6510.0,5580.0
강원특별자치도 강릉시 입암동-550,삼동광업소사원,2019-10-01,43.47,5000.0,4000.0,115.0218542,92.01748332,80.0,37.7597174,128.9131735,4500.0,4000.0,3500.0,3000.0
강원특별자치도 강릉시 입암동-685,입암4주공,2019-10-01,59.8,7500.0,11000.0,125.4180602,183.9464883,146.6666667,37.7610091,128.915491,6750.0,6000.0,5250.0,4500.0
강원특별자치도 강릉시 입암동-685,입암4주공,2019-11-01,59.8,11100.0,7000.0,185.6187291,117.0568562,63.06306306,37.7610091,128.915491,9990.0,8880.0,7769.999999999999,6660.0
강원특별자치도 강릉시 입암동-685,입암4주공,2020-08-01,59.8,9800.0,10500.0,163.8795987,175.5852843,107.1428571,37.7610091,128.915491,8820.0,7840.0,6860.0,5880.0
강원특별자치도 강릉시 입암동-92,녹원,2019-10-01,84.88,13000.0,14000.0,153.1573987,164.938737,107.6923077,37.7604396,128.9165673,11700.0,10400.0,9100.0,7800.0
강원특별자치도 강릉시 입암동-97,그린내하우스,2020-08-01,82.53,21522.22222,20000.0,260.7805916,242.3361202,92.92720702,37.7601611,128.9196721,19369.999998,17217.777776,15065.555553999999,12913.333332
강원특별자치도 강릉시 저동-4,경포현대,2020-08-01,84.915,15000.0,11000.0,176.6472355,129.541306,73.33333333,37.8021259,128.8982986,13500.0,12000.0,10500.0,9000.0
강원특별자치도 강릉시 주문진읍 교항리-1166,우신그린피아임대,2020-07-01,54.92,7087.5,5875.0,129.0513474,106.97378,82.89241623,37.8726949,128.8245997,6378.75,5670.0,4961.25,4252.5
강원특별자치도 강릉시 주문진읍 교항리-1166,우신그린피아임대,2021-02-01,59.98,7075.0,6250.0,117.9559853,104.2014005,88.33922261,37.8726949,128.8245997,6367.5,5660.0,4952.5,4245.0
강원특별자치도 강릉시 주문진읍 교항리-1166,우신그린피아임대,2023-05-01,59.98,9933.333333,7500.0,165.6107591,125.0416806,75.5033557,37.8726949,128.8245997,8939.999999700001,7946.6666664,6953.3333331,5959.9999998
강원특별자치도 강릉시 주문진읍 교항리-1256,교항2주공,2020-02-01,49.85,9550.0,8000.0,191.5747242,160.4814443,83.76963351,37.8747446,128.8282965,8595.0,7640.0,6685.0,5730.0
강원특별자치도 강릉시 주문진읍 교항리-1256,교항2주공,2020-05-01,49.85,9650.0,7800.0,193.5807422,156.4694082,80.82901554,37.8747446,128.8282965,8685.0,7720.0,6755.0,5790.0
강원특별자치도 강릉시 주문진읍 교항리-1256,교항2주공,2020-12-01,49.85,9650.0,8000.0,193.5807422,160.4814443,82.9015544,37.8747446,128.8282965,8685.0,7720.0,6755.0,5790.0
강원특별자치도 강릉시 주문진읍 교항리-1256,교항2주공,2021-05-01,49.85,10437.5,8000.0,209.3781344,160.4814443,76.64670659,37.8747446,128.8282965,9393.75,8350.0,7306.249999999999,6262.5
강원특별자치도 강릉시 주문진읍 교항리-1256,교항2주공,2022-02-01,49.85,12200.0,10000.0,244.7342026,200.6018054,81.96721311,37.8747446,128.8282965,10980.0,9760.0,8540.0,7320.0
강원특별자치도 강릉시 주문진읍 교항리-1256,교항2주공,2022-10-01,49.85,12450.0,9450.0,249.7492477,189.5687061,75.90361446,37.8747446,128.8282965,11205.0,9960.0,8715.0,7470.0
강원특별자치도 강릉시 주문진읍 교항리-1256,교항2주공,2023-04-01,49.85,12600.0,10000.0,252.7582748,200.6018054,79.36507937,37.8747446,128.8282965,11340.0,10080.0,8820.0,7560.0
